"","Kode_HS","Uraian","Md","Mdi","Xd","Xdi","RCA","RSCA","TBI","Status"
"154","85177029","Oth parts of control and adaptor units including gateways, bridges, routers","39632942497","46786821","31781070069.0587","18991.269","-0.582821123942111","-3.7941065925938","-0.999188508089942","4"
"155","94032090","Oth metal furniture, other than fume cupboards","39632942497","46651456","31781070069.0587","39792.341","-0.580810735216168","-3.77111454901252","-0.998295511796584","4"
"156","33012990","Oth essential oils-oth than pharmaceutical grade","39632942497","46647289","31781070069.0587","2906304.896","-0.536206176583945","-3.31226096386769","-0.882700540263555","4"
"157","29153100","Ethyl acetate","39632942497","46522748","31781070069.0587","0","-0.579825084420113","-3.75992241764309","-1","4"
"158","84223000","Machinery for aerating beverages,filling ,closing,seal,label bottles, cans, boxes","39632942497","46486887","31781070069.0587","270361.93","-0.575176053050919","-3.70783253713266","-0.988435507383903","4"
"159","29333930","Paraquat salts","39632942497","46316427","31781070069.0587","0","-0.577253652241544","-3.73096931671835","-1","4"
"160","72259290","Oth flat-roll not hi.sped stel,w.>=600mm otherwise plated or coated with zinc","39632942497","45736359","31781070069.0587","0","-0.570024114186969","-3.65142364023101","-1","4"
"161","85437090","Integrated receiver/decoder (IRD) for direct broadcast multimedia systems","39632942497","45389384","31781070069.0587","800766.446","-0.55325380331781","-3.47681483323914","-0.965327393902466","4"
"162","85393130","Compact fluorescent lamps of fluorecent, hot cathode, not UV lamps","39632942497","45220624","31781070069.0587","286390.16","-0.559145170651016","-3.53664078706685","-0.987413361861402","4"
"163","84821000","Ball bearings","39632942497","44908202","31781070069.0587","21882110.646","-0.219600997161831","-1.56279158831106","-0.34475196239973","4"
"164","84139190","Part of other pumps","39632942497","44843492","31781070069.0587","899138.121","-0.544921272913799","-3.39484397085685","-0.960687082547656","4"
"165","85423900","Other electronic integrated circuits","39632942497","44631732","31781070069.0587","0","-0.556256861153512","-3.50711194137899","-1","4"
"166","85423900","Other parts & acces of the mach of typewriter not printer/word processing","39632942497","44631732","31781070069.0587","0","-0.556256861153512","-3.50711194137899","-1","4"
"167","84799030","Part of oth electrically operated machine","39632942497","44627400","31781070069.0587","303989.521","-0.551478128788631","-3.4590913584624","-0.986468723792398","4"
"168","39069099","Oth sodium polyacrylate","39632942497","44535072","31781070069.0587","3777105.695","-0.496346691121657","-2.97098552663951","-0.843637530941152","4"
"169","84212990","Oth filtering machinery & apparatus for liquids not electrically operated","39632942497","43352277","31781070069.0587","42026.175","-0.539657491707788","-3.34459117716423","-0.998063055658227","4"
"170","59031090","Textile fbrcs impregnated,coated,covered with polyvinyl chloride, not 5902","39632942497","43236617","31781070069.0587","17789.633","-0.538592686315275","-3.33456501594724","-0.999177441819931","4"
"171","90192000","Ozone therapy,oxygen therapy, aerosol therapy, artificial respiration/other","39632942497","43219602","31781070069.0587","33104.447","-0.538142594243236","-3.33034086943557","-0.998469254309412","4"
"172","84186990","Oth refrigrt/freez equip,oth than heat p ump oth than air condition mach hd84.15","39632942497","42852662","31781070069.0587","1419.461","-0.534061788043461","-3.29241463498288","-0.999933753754527","4"
"173","85177040","Aerials/antennae used w/ app. for radio- telephony or radio-telegraphy","39632942497","41949845","31781070069.0587","110075.85","-0.521120959076633","-3.17641999145261","-0.994765760478125","4"
"174","76061190","Oth aluminium plates,sheets&strip of plain/figured by rolling of thick.>0.2mm","39632942497","41763594","31781070069.0587","7.188","-0.520510401046318","-3.17110194749646","-0.999999655776811","4"
"175","60069000","Other knitted/crocheted fabrics of other material","39632942497","41572376","31781070069.0587","1009.598","-0.518111621571131","-3.15033872889968","-0.999951430561381","4"
